IATA,id,name,city,country,ICAO,latitude,longitude,altitude,timezone,dst,tz,type,source,CRIMINAL ACTORS (AVERAGE),MAFIA-STYLE GROUPS,CRIMINAL NETWORKS,STATE-EMBEDDED ACTORS,FOREIGN ACTORS,CRIMINAL MARKETS (AVERAGE),HUMAN TRAFFICKING,HUMAN SMUGGLING,ARMS TRAFFICKING,FLORA CRIMES,FAUNA CRIMES,"NON-RENEWABLE
NON-RENEWABLE RESOURCE CRIMES",HEROIN TRADE,COCAINE TRADE,CANNABIS TRADE,SYNTHETIC DRUG TRADE,RESILIENCE (AVERAGE),POLITICAL LEADERSHIP AND GOVERNANCE,GOVERNMENT TRANSPARENCY AND ACCOUNTABILITY,INTERNATIONAL COOPERATION,NATIONAL POLICIES AND LAWS,JUDICIAL SYSTEM AND DETENTION,LAW ENFORCEMENT,TERRITORIAL INTEGRITY,ANTI-MONEY LAUNDERING SYSTEMS,ECONOMIC REGULATORY CAPACITY,VICTIM AND WITNESS SUPPORT,PREVENTION,NON-STATE ACTORS,population,in_cites_2021,in_cites_2016,in_cites_2017,in_cites_2018,in_cites_2019,in_cites_2020,degree_full,between_full,close_full,eigen_full,pr_full,degree_in_full,degree_out_full,origin_count,transit_count,destination_count,seizure_count,incident_counts,binary_incident_observed,binary_origin_observed,binary_destination_observed,binary_transit_observed
KRF,718,Kramfors Sollefteå Airport,Kramfors,sweden,ESNK,63.04859924316406,17.76889991760254,34,1,E,Europe/Stockholm,airport,OurAirports,4.88,5.5,5.5,2.5,6,4.25,4.5,5.5,6,2,3.5,2,4,4.5,5,5.5,7.46,7,9,8.5,7,7,6.5,8,7.5,7.5,6,7,8.5,5990,1,1,1,1,1,0,0.000517598,0,0.068666595,0.000101605,0.000249099,0.000517598,0,0,0,0,0,0,0,0,0,0
MHQ,442,Mariehamn Airport,Mariehamn,finland,EFMA,60.12220001,19.89819908,17,2,E,Europe/Mariehamn,airport,OurAirports,2.63,3,3,1.5,3,2.8,3,2.5,2.5,1,1.5,2,3.5,4,3.5,4.5,8.42,9,8.5,9,8,8,8,9,8.5,9,8,8,8,11677,1,1,1,1,1,0,0.001552795,0,0.068581992,0.000101605,0.000249099,0.000517598,0.001035197,0,0,0,0,0,0,0,0,0
OER,722,Örnsköldsvik Airport,Ornskoldsvik,sweden,ESNO,63.40829849243164,18.989999771118164,354,1,E,Europe/Stockholm,airport,OurAirports,4.88,5.5,5.5,2.5,6,4.25,4.5,5.5,6,2,3.5,2,4,4.5,5,5.5,7.46,7,9,8.5,7,7,6.5,8,7.5,7.5,6,7,8.5,32953,1,1,1,1,1,0,0.000517598,0,0.068666595,0.000101605,0.000249099,0.000517598,0,0,0,0,0,0,0,0,0,0
TRF,664,"Sandefjord Airport, Torp",Sandefjord,norway,ENTO,59.18669891,10.25860024,286,1,E,Europe/Oslo,airport,OurAirports,3.63,4.5,4,2,4,4,5,3.5,3.5,2.5,4,3.5,5,4.5,4,4.5,7.92,8,8.5,9,8.5,8,8.5,8,7,7.5,7.5,7,7.5,64345,1,1,0,1,0,0,0.019668737060041408,0.001044091,0.097327666,0.024735673007522538,0.000465503,0.005693582,0.013975155279503106,0,0,0,0,0,0,0,0,0
VBY,746,Visby Airport,Visby,sweden,ESSV,57.66279984,18.34620094,164,1,E,Europe/Stockholm,airport,OurAirports,4.88,5.5,5.5,2.5,6,4.25,4.5,5.5,6,2,3.5,2,4,4.5,5,5.5,7.46,7,9,8.5,7,7,6.5,8,7.5,7.5,6,7,8.5,24330,1,1,1,1,1,0,0.001552795,1.4979085097664583e-07,0.077856123,0.000498424,0.000393116,0.001035197,0.000517598,0,0,0,0,0,0,0,0,0
VXO,711,Växjö Kronoberg Airport,Vaxjo,sweden,ESMX,56.92910003662109,14.727999687194824,610,1,E,Europe/Stockholm,airport,OurAirports,4.88,5.5,5.5,2.5,6,4.25,4.5,5.5,6,2,3.5,2,4,4.5,5,5.5,7.46,7,9,8.5,7,7,6.5,8,7.5,7.5,6,7,8.5,66275,1,1,1,1,1,0,0.002070393,0.001509975,0.077904227,0.000498424,0.000393116,0.001035197,0.001035197,0,0,0,0,0,0,0,0,0
TKU,460,Turku Airport,Turku,finland,EFTU,60.51409912,22.26280022,161,2,E,Europe/Helsinki,airport,OurAirports,2.63,3,3,1.5,3,2.8,3,2.5,2.5,1,1.5,2,3.5,4,3.5,4.5,8.42,9,8.5,9,8,8,8,9,8.5,9,8,8,8,177326,1,1,1,1,1,0,0.003623188,6.640366523153087e-05,0.068656679,0.000106694,0.000355031,0.001035197,0.002587992,0,0,0,0,0,0,0,0,0
OSL,644,Oslo Lufthavn,Oslo,norway,ENGM,60.121,11.0502,681,1,E,Europe/Oslo,airport,OurAirports,3.63,4.5,4,2,4,4,5,3.5,3.5,2.5,4,3.5,5,4.5,4,4.5,7.92,8,8.5,9,8.5,8,8.5,8,7,7.5,7.5,7,7.5,697010,1,1,0,1,0,0,0.051759834368530024,0.005870503,0.10188928623711231,0.028474366040041325,0.001042724,0.007763975,0.043995859,0,0,0,0,0,0,0,0,0
MNL,2397,Ninoy Aquino International Airport,Manila,philippines,RPLL,14.5086,121.019997,75,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,1652171,1,1,1,1,1,0,0.036231884057971016,0.004760707,0.099047912,0.003968603,0.00054661,0.002070393,0.034161490683229816,8,3,7,21,29,1,1,1,1
BXU,4200,Bancasi Airport,Butuan,philippines,RPME,8.9515,125.4788,141,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,298378,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
CGY,14102,Laguindingan Airport,Cagayan de Oro City,philippines,RPMY,8.612203,124.456496,190,,,,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,553966,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,1,0,1,1,0,1,0
DGT,2425,Sibulan Airport,Dumaguete,philippines,RPVD,9.333709717,123.3000031,15,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,116392,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
GES,2402,General Santos International Airport,Romblon,philippines,RPMR,6.058000088,125.0960007,505,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,308985,1,1,1,1,1,0,0.000517598,0,0,8.998795916126649e-33,0.000246827,0,0.000517598,0,0,0,0,0,0,0,0,0
KLO,2430,Kalibo International Airport,Kalibo,philippines,RPVK,11.67940044,122.3759995,14,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,89127,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
LGP,4203,Legazpi City International Airport,Legazpi,philippines,RPLP,13.1575,123.735,66,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,175843,1,1,1,1,1,0,0.000517598,0,0.077934998,0.000198803,0.000253868,0.000517598,0,0,0,0,0,0,0,0,0,0
MPH,2426,Godofredo P. Ramos Airport,Caticlan,philippines,RPVE,11.9245,121.954002,7,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,8223,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
OZC,4204,Labo Airport,Ozamis,philippines,RPMO,8.178509712219238,123.84200286865234,75,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,123137,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
PPS,2433,Puerto Princesa Airport,Puerto Princesa,philippines,RPVP,9.742119789123535,118.75900268554688,71,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,210508,1,1,1,1,1,0,0.001035197,0,0.077856123,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
RXS,6026,Roxas Airport,Roxas City,philippines,RPVR,11.597700119018556,122.7519989013672,10,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,147738,1,1,1,1,1,0,0.000517598,0,0.077934998,0.000198803,0.000253868,0.000517598,0,0,0,0,0,0,0,0,0,0
TUG,6021,Tuguegarao Airport,Tuguegarao,philippines,RPUT,17.64336768,121.7331505,70,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,129539,1,1,1,1,1,0,0.000517598,0,0.077934998,0.000198803,0.000253868,0.000517598,0,0,0,0,0,0,0,0,0,0
ZAM,2404,Zamboanga International Airport,Zamboanga,philippines,RPMZ,6.922420024871826,122.05999755859376,33,8,N,Asia/Manila,airport,OurAirports,7.38,8,6,8,7.5,6.3,7,5,7.5,7,7.5,8,4,3.5,4.5,9,4.13,3,3,5,5,4.5,2,4,5,6,5,4,3,774407,1,1,1,1,1,0,0.001035197,0,0.077760094,0.000198803,0.000253868,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
AUX,7376,Araguaína Airport,Araguaina,brazil,SWGN,-7.22787,-48.240501,771,-3,S,America/Fortaleza,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,183381,1,1,1,1,1,0,0.001035197,0,0.066854715,3.959070820945023e-05,0.000279269,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
PMW,4214,Brigadeiro Lysias Rodrigues Airport,Palmas,brazil,SBPJ,-10.29150009,-48.35699844,774,-3,S,America/Fortaleza,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,51755,1,1,1,1,1,0,0.001552795,0,0.066854715,3.959070820945023e-05,0.000279269,0.000517598,0.001035197,0,0,0,0,0,0,0,0,0
BRA,7373,Barreiras Airport,Barreiras,brazil,SNBR,-12.07890034,-45.00899887,2447,-3,S,America/Fortaleza,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,156975,1,1,1,1,1,0,0.001552795,0,0.065347495,1.667952655798911e-05,0.000261574,0.000517598,0.001035197,0,0,0,0,0,0,0,0,0
BSB,2531,Presidente Juscelino Kubistschek International Airport,Brasilia,brazil,SBBR,-15.86916733,-47.92083359,3497,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,2562963,1,1,1,1,1,0,0.028985507246376815,0.004838352,0.08200845,0.000790344,0.001640389,0.006728778,0.022256729,0,1,1,2,2,1,0,1,1
SSA,2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,brazil,SBSV,-12.9086113,-38.32249832,64,-3,S,America/Fortaleza,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,2886698,1,1,1,1,1,0,0.016045548654244308,0.001131249,0.07975205,0.00033298,0.000468225,0.002070393,0.013975155279503106,0,0,0,0,0,0,0,0,0
OPS,7367,Presidente João Batista Figueiredo Airport,Sinop,brazil,SWSI,-11.88500023,-55.58610916,1227,-4,S,America/Campo_Grande,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,146005,1,1,1,1,1,0,0.001035197,0,0.066890181,3.959070820945023e-05,0.000279269,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
RAO,2613,Leite Lopes Airport,Ribeirao Preto,brazil,SBRP,-21.13638878,-47.77666855,1806,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,711825,1,1,1,1,1,0,0.00621118,3.0759196977386464e-05,0.079726836,0.000332145,0.000356992,0.001552795,0.004658385,0,0,0,0,0,0,0,0,0
CAC,2535,Cascavel Airport,Cascavel,brazil,SBCA,-25.00029945,-53.50080109,2473,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,332333,1,1,1,1,1,0,0.002587992,2.5736242292854734e-05,0.079500625,0.000292554,0.000324549,0.001035197,0.001552795,0,0,0,0,0,0,0,0,0
GRU,2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,brazil,SBGR,-23.43555641,-46.47305679,2459,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,12325232,1,1,1,1,1,0,0.047101449,0.009630466,0.085252192,0.000719341,0.000838015,0.006728778,0.040372670807453416,0,4,1,5,7,1,0,1,1
CGB,2548,Marechal Rondon Airport,Cuiaba,brazil,SBCY,-15.65289974,-56.11669922,617,-4,S,America/Campo_Grande,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,618124,1,1,1,1,1,0,0.00931677,0.001257471,0.076859489,0.000263701,0.000560927,0.002070393,0.007246377,0,0,0,0,0,0,0,0,0
GYN,2562,Santa Genoveva Airport,Goiania,brazil,SBGO,-16.63199997,-49.22069931,2450,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,1536097,1,1,1,1,1,0,0.00621118,3.080530209058046e-05,0.076906369,0.000293547,0.000509974,0.00310559,0.00310559,0,0,0,0,0,0,0,0,0
CGR,2538,Campo Grande Airport,Campo Grande,brazil,SBCG,-20.46870041,-54.67250061,1833,-4,S,America/Campo_Grande,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,796252,1,1,1,1,1,0,0.005693582,0.00018838,0.080132184,0.000381388,0.000400199,0.002587992,0.00310559,0,0,0,0,0,0,0,0,0
DOU,7380,Dourados Airport,Dourados,brazil,SSDO,-22.2019,-54.926601,1503,-4,S,America/Campo_Grande,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,225495,1,1,1,1,1,0,0.000517598,0,0.06915479,3.60342845414455e-05,0.000255963,0.000517598,0,0,0,0,0,0,0,0,0,0
GIG,2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,brazil,SBGL,-22.80999947,-43.25055695,28,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,6747815,1,1,1,1,1,0,0.027432712215320912,0.005887029,0.082437392,0.000666055,0.000710593,0.006728778,0.020703933747412008,0,1,2,1,3,1,0,1,1
UBA,2635,Mário de Almeida Franco Airport,Uberaba,brazil,SBUR,-19.76472282,-47.96611023,2655,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,337092,1,1,1,1,1,0,0.002070393,2.2261211897801078e-07,0.076649235,0.000222127,0.000290962,0.001035197,0.001035197,0,0,0,0,0,0,0,0,0
UDI,2633,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,brazil,SBUL,-18.883612,-48.225277,3094,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,699097,1,1,1,1,1,0,0.004140787,4.6796589543418847e-07,0.076859489,0.000293059,0.000429423,0.002587992,0.001552795,0,0,0,0,0,0,0,0,0
VDC,6039,Vitória da Conquista Airport,Vitória Da Conquista,brazil,SBQV,-14.86279964,-40.86309814,3002,-3,S,America/Fortaleza,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,341128,1,1,1,1,1,0,0.001552795,0,0.069260089,5.271381109943461e-05,0.000270711,0.001035197,0.000517598,0,0,0,0,0,0,0,0,0
SJP,2619,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,brazil,SBSR,-20.8166008,-49.40650177,1784,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,464983,1,1,1,1,1,0,0.00310559,4.6796589543418847e-07,0.076859489,0.000274926,0.000357475,0.002070393,0.001035197,0,0,0,0,0,0,0,0,0
BRL,5726,Southeast Iowa Regional Airport,Burlington,united states,KBRL,40.783199310302734,-91.12550354,698,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,38884,1,1,1,0,0,0,0.000517598,0,0,8.998795916126649e-33,0.000246827,0,0.000517598,0,0,0,0,0,0,0,0,0
ORD,3830,Chicago O'Hare International Airport,Chicago,united states,KORD,41.9786,-87.9048,672,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,2705994,1,1,1,0,0,0,0.09679089,0.011234292540023852,0.10749189404810441,0.010726731047986209,0.000562345,0.005175983,0.091614907,0,1,1,2,2,1,0,1,1
STL,3678,St Louis Lambert International Airport,St. Louis,united states,KSTL,38.748697,-90.370003,618,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,302838,1,1,1,0,0,0,0.025879917184265012,0.000408979,0.10050856254956277,0.007491665,0.000268427,0.001552795,0.024327122,0,0,0,0,0,0,0,0,0
DEC,4042,Decatur Airport,Decatur,united states,KDEC,39.834598541259766,-88.86569977,682,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,71290,1,1,1,0,0,0,0.000517598,0,0.083053881,0.000537372,0.000249528,0.000517598,0,0,0,0,0,0,0,0,0,0
JBR,3591,Jonesboro Municipal Airport,Jonesboro,united states,KJBR,35.83169937133789,-90.64640045,262,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,76990,1,1,1,0,0,0,0.000517598,0,0.078833874,0.000375322,0.000251685,0.000517598,0,0,0,0,0,0,0,0,0,0
KTN,3808,Ketchikan International Airport,Ketchikan,united states,PAKT,55.35559845,-131.7140045,89,-9,A,America/Anchorage,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,8289,1,1,1,0,0,0,0.000517598,0,0.000517598,2.159711019870396e-31,0.000456757,0.000517598,0,0,0,0,0,0,0,0,0,0
LOS,273,Murtala Muhammed International Airport,Lagos,nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1,N,Africa/Lagos,airport,OurAirports,7.25,5.5,9,7.5,7,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.5,5.5,5,7,7,4.5,4.5,4.5,5,6.5,5,5,6.5,7937932,1,1,1,1,1,0,0.016563146997929608,0.001213532,0.084993591,0.000886171,0.000341793,0.001552795,0.015010351966873708,6,2,0,4,10,1,1,0,1
ROB,1063,Roberts International Airport,Monrovia,liberia,GLRB,6.23379,-10.3623,31,0,N,Africa/Monrovia,airport,OurAirports,5,3,6,6,5,5.1,6,3,4.5,5.5,6,6.5,5,5.5,6,3,6,5,5,7,6.5,5.5,6,6,5.5,6,5.5,5.5,6,421053,1,0,0,0,0,0,0.00310559,1.727703865756845e-06,0.001035197,2.6996387748379956e-30,0.000268048,0.001035197,0.002070393,2,0,0,0,2,1,1,0,0
BCN,1218,Barcelona International Airport,Barcelona,spain,LEBL,41.2971,2.07846,12,1,E,Europe/Madrid,airport,OurAirports,6.25,6,6.5,5,7.5,5.3,7,7,4,3.5,5,2,6.5,7,7,4,6.63,6,6,8,8,7,8,5.5,6.5,6,6.5,5,7,1602386,1,1,1,1,1,0,0.086956522,0.011253201221821725,0.11118870521907098,0.039438233,0.000578744,0.011904761904761906,0.07505176,0,0,0,1,1,1,0,0,0
BJL,1050,Banjul International Airport,Banjul,gambia,GBYD,13.338000297546388,-16.6522007,95,0,N,Africa/Banjul,airport,OurAirports,4.5,1,6.5,6.5,4,5.15,7,5,2.5,7,3.5,4.5,4.5,6.5,7,4,5,5,5,4.5,5,5,5.5,6.5,5.5,5.5,2.5,3.5,6.5,31301,1,0,0,0,0,0,0.00310559,0.000281983,0.085137064,0.003630584,0.000256194,0.001035197,0.002070393,0,0,0,0,0,0,0,0,0
FNA,1059,Lungi International Airport,Freetown,sierra leone,GFLL,8.61644,-13.1955,84,0,N,Africa/Freetown,airport,OurAirports,5.75,3.5,5.5,7,7,5.05,5,4,3.5,6.5,6.5,6.5,2,4.5,7,5,6,5,5,7,6.5,5.5,6,6,5.5,6,5.5,5.5,6,1055964,1,0,0,0,0,0,0.005175983,0.000133455,0.072694143,0.000226228,0.000389542,0.002587992,0.002587992,1,0,0,0,1,1,1,0,0
CKY,4162,Conakry International Airport,Conakry,guinea,GUCY,9.57689,-13.612,72,0,N,Africa/Conakry,airport,OurAirports,5.25,1,5,8,7,5.15,7,3,6,4.5,6,6.5,2.5,7,4.5,4.5,2.83,2,3,4,3.5,3,3.5,3,3,3,1.5,1.5,3,1660973,1,1,1,1,1,1,0.002587992,8.988354819161147e-07,0.074213062,0.000146546,0.000290716,0.001035197,0.001552795,1,0,0,0,1,1,1,0,0
OXB,5665,Osvaldo Vieira International Airport,Bissau,guinea-bissau,GGOV,11.894800186157228,-15.65369987,129,0,N,Africa/Bissau,airport,OurAirports,6,1,8,8.5,6.5,4.9,5.5,2.5,5.5,8.5,5.5,1,5,8,5.5,2,2.42,2,2.5,3,3,3,3,3,2.5,1.5,1,1.5,3,492004,1,0,0,0,0,0,0.001552795,0,0.068975925,0.000181839,0.000301305,0.000517598,0.001035197,0,0,0,0,0,0,0,0,0
DLA,897,Douala International Airport,Douala,cameroon,FKKD,4.006080151,9.719479561,33,1,N,Africa/Douala,airport,OurAirports,6.38,4,7.5,8,6,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,3.13,2,1.5,5,4.5,2.5,4,2,3.5,2.5,2.5,2.5,5,2768400,1,0,0,0,0,0,0.00621118,1.9530077671951273e-05,0.078000613,0.000270702,0.000314338,0.001552795,0.004658385,2,3,0,3,5,1,1,0,1
LGW,502,London Gatwick Airport,London,united kingdom,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports,5.38,4,6.5,3,8,4.4,6,5,3.5,2.5,4,2,4.5,6.5,4.5,5.5,7.88,8,7.5,8,8.5,8.5,7.5,8.5,6.5,7.5,7.5,7.5,9,8961989,1,1,1,1,1,0,0.086956522,0.007497022,0.10560133309750963,0.021655590036403067,0.000608218,0.008799172,0.07815735,2,0,3,4,6,1,1,1,0
YUL,146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,canada,CYUL,45.47060013,-73.74079895,118,-5,A,America/Toronto,airport,OurAirports,3.88,5,4,2,4.5,3.45,3.5,4,2.5,2,3,3,5,3.5,3,5,7.25,7.5,7,8,8,7,7,6,6.5,7.5,8.5,6,8,1704694,1,1,0,1,0,0,0.042960663,0.00694932,0.11104182449883443,0.011964319,0.000404628,0.005175983,0.037784679,0,0,0,1,1,1,0,0,0
YQB,111,Quebec Jean Lesage International Airport,Quebec,canada,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports,3.88,5,4,2,4.5,3.45,3.5,4,2.5,2,3,3,5,3.5,3,5,7.25,7.5,7,8,8,7,7,6,6.5,7.5,8.5,6,8,8164360,1,1,0,1,0,0,0.00621118,0.000333749,0.10622408737862384,0.007439141,0.000367402,0.002070393,0.004140787,0,0,0,0,0,0,0,0,0
